dataset,model_key,loss,eval_split,baseline,strategy,metric,n_seeds,n_queries_min,baseline_mean,strategy_mean,mean_diff,seed_sd_diff,paired_effect_dz,seed_win_rate,hierarchical_ci95_low,hierarchical_ci95_high
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,MAP@100,10,500,0.0535643405794381,0.07274051568693611,0.019176175107498018,0.026574193689346368,0.7216089162165539,0.8,0.0034076113378663352,0.03623915638418484
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,Recall@100,10,500,0.36289759462759463,0.3755560103785104,0.012658415750915752,0.06180899344720605,0.20479893046192213,0.8,-0.02632785298035298,0.050074336573149025
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,NDCG@10,10,500,0.06937547825756529,0.39301831662582215,0.32364283836825686,0.04773047225194832,6.780633484200358,1.0,0.29389932698186416,0.35383954801382983
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,MRR@10,10,500,0.06750626984126984,0.3962544444444444,0.3287481746031746,0.04612702690479971,7.127018510897502,1.0,0.3009911706349207,0.3587612876984127
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,MAP@100,10,500,0.0535643405794381,0.29817762278402704,0.24461328220458894,0.03381418136608255,7.23404418862996,1.0,0.22254619030683864,0.2654379265276276
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,Recall@100,10,500,0.36289759462759463,0.9157628774003774,0.5528652827727828,0.017265787297043606,32.020855652927516,1.0,0.5372954955530581,0.56828648756105
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,NDCG@10,10,500,0.06937547825756529,0.17550034326015176,0.10612486500258644,0.04930315515386702,2.152496420794739,1.0,0.07781756616445508,0.1378801180113836
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,MRR@10,10,500,0.06750626984126984,0.19459174603174603,0.1270854761904762,0.07163050104861106,1.7741810308465018,1.0,0.0868354503968254,0.17182286309523806
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,MAP@100,10,500,0.0535643405794381,0.1307445453784894,0.07718020479905129,0.03739128265583618,2.06412295372287,1.0,0.05528502983342771,0.10126415281360689
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,Recall@100,10,500,0.36289759462759463,0.5494280333555334,0.18653043872793873,0.037101593558885086,5.027558679707126,1.0,0.16293846062964812,0.21047122653735154
